SERIES,SYMBOL,SECURITY,RECORD_DT,BC_STRT_DT,BC_END_DT,EX_DT,ND_STRT_DT,ND_END_DT,PURPOSE
N2,TATACAPHSG,Sec Red NCD 8.10% Sr.I,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
N3,NHBTF2014,BOND 8.76%PA TF Tr-I S 3A,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
N3,TATACAPHSG,Sec Red NCD 7.92% Sr.II,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
N4,NHBTF2014,BOND 8.51%PA TF Tr-I S1B,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
N4,TATACAPHSG,Sec Red NCD 8.01% Sr.II,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
N5,TATACAPHSG,Sec Red NCD 8.20% Sr.III,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
N5,NHBTF2014,BOND 8.88%PA TF Tr-I S 2B,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
N6,NHBTF2014,BOND 9.01%PA TF Tr-I S 3B,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
N6,TATACAPHSG,Sec Red NCD 8.30% Sr.III,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
N7,TATACAPHSG,Sec Red NCD 8.01% Sr.IV,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
N7,IBUCCREDIT,SeReNCD8.66%SrIVCIII&IV,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
N8,IBULHSGFIN,Sec Red NCD 8.65% Sr. V,16/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
N8,TATACAPHSG,Sec Red NCD 8.10% Sr.IV,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
N9,TATACAPHSG,Sec Red NCD 8.30% Sr.V,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
NA,TATACAPHSG,Sec Red NCD 8.40% Sr.V,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
NA,IBUCCREDIT,SeReNCD8.75%SrVICI&II,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
NB,TATACAPHSG,Un Se Re NCD 8.55% Sr.VI,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
NB,IBUCCREDIT,SeReNCD8.84%SrVICIII&IV,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
NC,IBULHSGFIN,Uns Red NCD 8.79% Sr.VIII,16/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
NC,HUDCO,8.58% Tax FreeTrII Sr2A,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
ND,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
NE,HUDCO,9.01% Tax FreeTrII Sr3B,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
NE,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
NH,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
NI,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
NO,SREIBNPNCD,Uns Red NCD 9.25% Sr. I,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
NP,L&TFINANCE,Se Re NCD 8.48% Sr.IV OpI,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
NQ,L&TFINANCE,SeReNCD 8.66% Sr.IV OpII,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
NR,SREIBNPNCD,Uns Red NCD 9.35% Sr. IV,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
NU,SREIBNPNCD,Uns Red NCD 9.50% Sr. VII,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
NV,L&TFINANCE,SeReNCD 8.52% Sr.VII OpI,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
NW,L&TFINANCE,SeReNCD 8.70% Sr.VII OpII,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
SM,DEVIT,Dev Info Technology Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
SM,FOURTHDIM,Fourth Dimen. Solut. Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SM,PULZ,Pulz Electronics Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SM,POWERFUL,Powerful Technologies Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
SM,PIGL,Power Instrument (G) Ltd, ,22/12/2020,31/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
SM,SECL,Salasar Exterior Cont Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SM,ACEINTEG,Ace Integrated Solu. Ltd., ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SM,VCL,Vaxtex Cotfab Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
SM,SILGO,Silgo Retail Limited,08/01/2021, , ,07/01/2021, , ,BONUS 1:4                
SM,JALAN,Jalan Transolu. India Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SM,JAKHARIA,JAKHARIA FABRIC LIMITED, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,PULZ,Pulz Electronics Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,JALAN,Jalan Transolu. India Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,ACEINTEG,Ace Integrated Solu. Ltd., ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,FOURTHDIM,Fourth Dimen. Solut. Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,PIGL,Power Instrument (G) Ltd, ,22/12/2020,31/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,VCL,Vaxtex Cotfab Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,JAKHARIA,JAKHARIA FABRIC LIMITED, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,SILGO,Silgo Retail Limited,08/01/2021, , ,07/01/2021, , ,BONUS 1:4                
SQ,POWERFUL,Powerful Technologies Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,SECL,Salasar Exterior Cont Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,DEVIT,Dev Info Technology Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
ST,POWERFUL,Powerful Technologies Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
ST,ACEINTEG,Ace Integrated Solu. Ltd., ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
ST,PIGL,Power Instrument (G) Ltd, ,22/12/2020,31/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
ST,SILGO,Silgo Retail Limited,08/01/2021, , ,07/01/2021, , ,BONUS 1:4                
ST,JAKHARIA,JAKHARIA FABRIC LIMITED, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
ST,PULZ,Pulz Electronics Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
ST,SECL,Salasar Exterior Cont Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
ST,VCL,Vaxtex Cotfab Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
ST,DEVIT,Dev Info Technology Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
ST,FOURTHDIM,Fourth Dimen. Solut. Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
ST,JALAN,Jalan Transolu. India Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
U1,TATACAPHSG,Sec Red NCD 8% Sr.I,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U2,TATACAPHSG,Sec Red NCD 8.10% Sr.I,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U3,TATACAPHSG,Sec Red NCD 7.92% Sr.II,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U4,TATACAPHSG,Sec Red NCD 8.01% Sr.II,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U5,TATACAPHSG,Sec Red NCD 8.20% Sr.III,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U6,TATACAPHSG,Sec Red NCD 8.30% Sr.III,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U7,IBUCCREDIT,SeReNCD8.66%SrIVCIII&IV,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
U7,TATACAPHSG,Sec Red NCD 8.01% Sr.IV,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U8,IBULHSGFIN,Sec Red NCD 8.65% Sr. V,16/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
U8,TATACAPHSG,Sec Red NCD 8.10% Sr.IV,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U9,TATACAPHSG,Sec Red NCD 8.30% Sr.V,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
UA,IBUCCREDIT,SeReNCD8.75%SrVICI&II,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
UA,TATACAPHSG,Sec Red NCD 8.40% Sr.V,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
UB,IBUCCREDIT,SeReNCD8.84%SrVICIII&IV,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
UB,TATACAPHSG,Un Se Re NCD 8.55% Sr.VI,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
UC,HUDCO,8.58% Tax FreeTrII Sr2A,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UC,IBULHSGFIN,Uns Red NCD 8.79% Sr.VIII,16/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
UD,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UE,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UE,HUDCO,9.01% Tax FreeTrII Sr3B,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UH,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UI,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UO,SREIBNPNCD,Uns Red NCD 9.25% Sr. I,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
UP,L&TFINANCE,Se Re NCD 8.48% Sr.IV OpI,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
UQ,L&TFINANCE,SeReNCD 8.66% Sr.IV OpII,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
UR,SREIBNPNCD,Uns Red NCD 9.35% Sr. IV,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
UU,SREIBNPNCD,Uns Red NCD 9.50% Sr. VII,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
UV,L&TFINANCE,SeReNCD 8.52% Sr.VII OpI,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
UW,L&TFINANCE,SeReNCD 8.70% Sr.VII OpII,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
X1,ABFRLPP,Aditya Birla Rs.5 ppd up,08/01/2021, , ,01/01/2021,01/01/2021,07/01/2021,FRSTCALL-RS 27.50 PER SH 
Y2,L&TFINANCE,L,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
Y3,L&TFINANCE,L,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
Y6,L&TFINANCE,L,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
Y7,L&TFINANCE,L,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
ZD,SRTRANSFIN,Sec Red NCD 8.52% Sr.I,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
ZE,SRTRANSFIN,Sec Red NCD 8.66% Sr.II,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
ZF,SRTRANSFIN,Sec Red NCD 8.75% Sr.III,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
ZG,SRTRANSFIN,Sec Red NCD 8.85% Sr.IV,13/01/2021, , ,12/01/2021, , ,INTEREST PAYMENT         
ZH,SRTRANSFIN,Sec Red NCD 9% Sr.V,13/01/2021, , ,12/01/2021, , ,INTEREST PAYMENT         
ZI,SRTRANSFIN,Sec Red NCD 9.10% Sr.VI,13/01/2021, , ,12/01/2021, , ,INTEREST PAYMENT         

